"mag_id","ko","cluster"
"L001_bin.13","K02123",1
"L001_bin.13","K02124",1
"L001_bin.13","K02119",1
"L001_bin.13","K02122",1
"L001_bin.13","K02117",1
"L001_bin.13","K02118",1
"L001_bin.13","K02120",1
"L001_bin.13","K02825",1
"L001_bin.13","K00609",1
"L001_bin.13","K01465",1
"L001_bin.13","K01591",1
"L001_bin.13","K02823",1
"L001_bin.13","K17828",1
"L001_bin.13","K00382",1
"L001_bin.13","K03665",1
"L001_bin.13","K01815",1
"L001_bin.13","K18581",1
"L001_bin.13","K00046",1
"L001_bin.13","K02217",1
"L001_bin.13","K07001",1
"L001_bin.13","K16919",1
"L001_bin.13","K16921",1
"L001_bin.13","K07979",1
"L001_bin.13","K15738",1
"L001_bin.13","K03784",1
"L001_bin.13","K07335",1
"L001_bin.13","K01619",1
"L001_bin.13","K00756",1
"L001_bin.13","K23536",1
"L001_bin.13","K23535",1
"L001_bin.13","K23537",1
"L001_bin.13","K03439",1
"L001_bin.13","K00286",1
"L001_bin.13","K04517",1
"L001_bin.13","K00891",1
"L001_bin.13","K01735",1
"L001_bin.13","K00800",1
"L001_bin.13","K01736",1
"L001_bin.13","K03786",1
"L001_bin.13","K04518",1
"L001_bin.13","K08602",1
"L001_bin.13","K23675",1
"L001_bin.13","K02224",1
"L001_bin.13","K13020",1
"L001_bin.13","K14645",1
"L001_bin.13","K04762",1
"L001_bin.13","K07507",1
"L001_bin.13","K06187",1
"L001_bin.13","K09747",1
"L001_bin.13","K02343",1
"L001_bin.13","K01552",1
"L001_bin.13","K16927",1
"L001_bin.13","K03924",1
"L001_bin.13","K22452",1
"L001_bin.13","K01129",1
"L001_bin.13","K01926",1
"L001_bin.13","K02313",1
"L001_bin.13","K02338",1
"L001_bin.13","K03629",1
"L001_bin.13","K24648",1
"L001_bin.13","K02470",1
"L001_bin.13","K03497",1
"L001_bin.13","K03699",1
"L001_bin.13","K03043",1
"L001_bin.13","K03046",1
"L001_bin.13","K01258",1
"L001_bin.13","K01733",1
"L001_bin.13","K11754",1
"L001_bin.13","K08722",1
"L001_bin.13","K03657",1
"L001_bin.13","K05808",1
"L001_bin.13","K00134",1
"L001_bin.13","K03723",1
"L001_bin.13","K01056",1
"L001_bin.13","K17318",1
"L001_bin.13","K17320",1
"L001_bin.13","K23170",1
"L001_bin.13","K23169",1
"L001_bin.13","K07029",1
"L001_bin.13","K15923",1
"L001_bin.13","K03575",1
"L001_bin.13","K06871",1
"L001_bin.13","K07090",1
"L001_bin.13","K02520",1
"L001_bin.13","K02916",1
"L001_bin.13","K02887",1
"L001_bin.13","K03437",1
"L001_bin.13","K03499",1
"L001_bin.13","K03498",1
"L001_bin.13","K19955",1
"L001_bin.13","K03701",1
"L001_bin.13","K01972",1
"L001_bin.13","K01443",1
"L001_bin.13","K07098",1
"L001_bin.13","K01624",1
"L001_bin.13","K01873",1
"L001_bin.13","K02564",1
"L001_bin.13","K07456",1
"L001_bin.13","K02337",1
"L001_bin.13","K01835",1
"L001_bin.13","K03702",1
"L001_bin.13","K00826",1
"L001_bin.13","K02114",1
"L001_bin.13","K02112",1
"L001_bin.13","K02111",1
"L001_bin.13","K02109",1
"L001_bin.13","K02110",1
"L001_bin.13","K01624",1
"L001_bin.13","K22373",1
"L001_bin.13","K01810",1
"L001_bin.13","K17318",1
"L001_bin.13","K17320",1
"L001_bin.13","K17319",1
"L001_bin.13","K03925",1
"L001_bin.13","K03438",1
"L001_bin.13","K03586",1
"L001_bin.13","K01929",1
"L001_bin.13","K01000",1
"L001_bin.13","K02563",1
"L001_bin.13","K03589",1
"L001_bin.13","K03531",1
"L001_bin.13","K07738",1
"L001_bin.13","K07775",1
"L001_bin.13","K02483",1
"L001_bin.13","K10773",1
"L001_bin.13","K03655",1
"L001_bin.13","K08316",1
"L001_bin.13","K00954",1
"L001_bin.13","K01921",1
"L001_bin.13","K07040",1
"L001_bin.13","K02911",1
"L001_bin.13","K03977",1
"L001_bin.13","K06207",1
"L001_bin.13","K07082",1
"L001_bin.13","K08303",1
"L001_bin.13","K18889",1
"L001_bin.13","K10212",1
"L001_bin.13","K01928",1
"L001_bin.13","K00033",1
"L001_bin.13","K00036",1
"L001_bin.13","K07130",1
"L001_bin.13","K02032",1
"L001_bin.13","K10823",1
"L001_bin.13","K02031",1
"L001_bin.13","K02034",1
"L001_bin.13","K02033",1
"L001_bin.13","K02028",1
"L001_bin.13","K23060",1
"L001_bin.13","K17077",1
"L001_bin.13","K10036",1
"L001_bin.13","K02029",1
"L001_bin.13","K02030",1
"L001_bin.13","K03088",1
"L001_bin.13","K08602",1
"L001_bin.13","K07079",1
"L001_bin.13","K05884",1
"L001_bin.13","K15580",1
"L001_bin.13","K02032",1
"L001_bin.13","K10823",1
"L001_bin.13","K15583",1
"L001_bin.13","K02031",1
"L001_bin.13","K15582",1
"L001_bin.13","K02034",1
"L001_bin.13","K15581",1
"L001_bin.13","K02033",1
"L001_bin.13","K01738",1
"L001_bin.13","K00640",1
"L001_bin.13","K03324",1
"L001_bin.13","K01537",1
"L001_bin.13","K03075",1
"L001_bin.13","K12573",1
"L001_bin.13","K18707",1
"L001_bin.13","K07447",1
"L001_bin.13","K07052",1
"L001_bin.13","K01565",1
"L001_bin.13","K09951",1
"L001_bin.13","K15342",1
"L001_bin.13","K07464",1
"L001_bin.13","K19118",1
"L001_bin.13","K19117",1
"L001_bin.13","K19119",1
"L001_bin.13","K07012",1
"L001_bin.13","K02935",1
"L001_bin.13","K02864",1
"L001_bin.13","K02863",1
"L001_bin.13","K02867",1
"L001_bin.13","K02601",1
"L001_bin.13","K03073",1
"L001_bin.13","K01814",1
"L001_bin.13","K01923",1
"L001_bin.13","K01693",1
"L001_bin.13","K00817",1
"L001_bin.13","K00013",1
"L001_bin.13","K00765",1
"L001_bin.13","K02502",1
"L001_bin.13","K00765",1
"L001_bin.13","K00783",1
"L001_bin.13","K00790",1
"L001_bin.13","K07668",1
"L001_bin.13","K02483",1
"L001_bin.13","K10804",1
"L001_bin.13","K03596",1
"L001_bin.13","K03100",1
"L001_bin.13","K01876",1
"L001_bin.13","K01892",1
"L001_bin.13","K01142",1
"L001_bin.13","K04485",1
"L001_bin.13","K00564",1
"L001_bin.13","K12373",1
"L001_bin.13","K19334",1
"L001_bin.13","K00655",1
"L001_bin.13","K02945",1
"L001_bin.13","K00688",1
"L001_bin.13","K01934",1
"L001_bin.13","K07284",1
"L001_bin.13","K01755",1
"L001_bin.13","K01940",1
"L001_bin.13","K04079",1
"L001_bin.13","K01952",1
"L001_bin.13","K00764",1
"L001_bin.13","K01159",1
"L001_bin.13","K03550",1
"L001_bin.13","K03551",1
"L001_bin.13","K09765",1
"L001_bin.13","K01685",1
"L001_bin.13","K00041",1
"L001_bin.13","K01198",1
"L001_bin.13","K01198",1
"L001_bin.13","K17320",1
"L001_bin.13","K17319",1
"L001_bin.13","K17318",1
"L001_bin.13","K15532",1
"L001_bin.13","K01051",1
"L001_bin.13","K01866",1
"L001_bin.13","K00625",1
"L001_bin.13","K00925",1
"L001_bin.13","K02078",1
"L001_bin.13","K00655",1
"L001_bin.13","K07107",1
"L001_bin.13","K12410",1
"L001_bin.13","K16899",1
"L001_bin.13","K16898",1
"L001_bin.13","K11991",1
"L001_bin.13","K00384",1
"L001_bin.13","K00615",1
"L001_bin.13","K00864",1
"L001_bin.13","K07407",1
"L001_bin.13","K00690",1
"L001_bin.13","K02025",1
"L001_bin.13","K02026",1
"L001_bin.13","K01639",1
"L001_bin.13","K01787",1
"L001_bin.13","K25148",1
"L001_bin.13","K01990",1
"L001_bin.13","K06218",1
"L001_bin.13","K17319",1
"L001_bin.13","K17320",1
"L001_bin.13","K17318",1
"L001_bin.13","K18672",1
"L001_bin.13","K07636",1
"L001_bin.13","K02483",1
"L001_bin.13","K02039",1
"L001_bin.13","K02036",1
"L001_bin.13","K02038",1
"L001_bin.13","K02037",1
"L001_bin.13","K02040",1
"L001_bin.13","K20534",1
"L001_bin.13","K07124",1
"L001_bin.13","K24180",1
"L001_bin.13","K07053",1
"L001_bin.13","K02355",1
"L001_bin.13","K05540",1
"L001_bin.13","K01190",1
"L001_bin.13","K07099",1
"L001_bin.13","K03703",1
"L001_bin.13","K01262",1
"L001_bin.13","K03789",1
"L001_bin.13","K14742",1
"L001_bin.13","K06925",1
"L001_bin.13","K02996",1
"L001_bin.13","K02871",1
"L001_bin.13","K07056",1
"L001_bin.13","K15460",1
"L001_bin.13","K03980",1
"L001_bin.13","K00943",1
"L001_bin.13","K02035",1
"L001_bin.13","K02031",1
"L001_bin.13","K02032",1
"L001_bin.13","K02033",1
"L001_bin.13","K02034",1
"L001_bin.13","K13038",1
"L001_bin.13","K03525",1
"L001_bin.13","K01808",1
"L001_bin.13","K03088",1
"L001_bin.13","K03218",1
"L001_bin.13","K11145",1
"L001_bin.13","K01883",1
"L001_bin.13","K01785",1
"L001_bin.13","K02242",1
"L001_bin.13","K00789",1
"L001_bin.13","K02283",1
"L001_bin.13","K00761",1
"L001_bin.13","K10563",1
"L001_bin.13","K07404",1
"L001_bin.13","K03708",1
"L001_bin.13","K03696",1
"L001_bin.13","K22522",1
"L001_bin.13","K19689",1
"L001_bin.13","K13936",1
"L001_bin.13","K24180",1
"L001_bin.13","K19302",1
"L001_bin.13","K13747",1
"L001_bin.13","K01518",1
"L001_bin.13","K03574",1
"L001_bin.13","K00290",1
"L001_bin.13","K17320",1
"L001_bin.13","K17319",1
"L001_bin.13","K01838",1
"L001_bin.13","K05989",1
"L001_bin.13","K01207",1
"L001_bin.13","K17320",1
"L001_bin.13","K17319",1
"L001_bin.13","K17318",1
"L001_bin.13","K07720",1
"L001_bin.13","K05349",1
"L001_bin.13","K01190",1
"L001_bin.13","K01687",1
"L001_bin.13","K00852",1
"L001_bin.13","K00847",1
"L001_bin.13","K17319",1
"L001_bin.13","K17320",1
"L001_bin.13","K17318",1
"L001_bin.13","K01190",1
"L001_bin.13","K05989",1
"L001_bin.13","K02003",1
"L001_bin.13","K09808",1
"L001_bin.13","K02004",1
"L001_bin.13","K10119",1
"L001_bin.13","K10118",1
"L001_bin.13","K02025",1
"L001_bin.13","K10117",1
"L001_bin.13","K02027",1
"L001_bin.13","K07718",1
"L001_bin.13","K07720",1
"L001_bin.13","K13020",1
"L001_bin.13","K22293",1
"L001_bin.13","K17318",1
"L001_bin.13","K17320",1
"L001_bin.13","K17319",1
"L001_bin.13","K09988",1
"L001_bin.13","K01805",1
"L001_bin.13","K25031",1
"L001_bin.13","K00633",1
"L001_bin.13","K00661",1
"L001_bin.13","K05349",1
"L001_bin.13","K10188",1
"L001_bin.13","K02027",1
"L001_bin.13","K10189",1
"L001_bin.13","K02025",1
"L001_bin.13","K10190",1
"L001_bin.13","K02026",1
"L001_bin.13","K01190",1
"L001_bin.13","K00874",1
"L001_bin.13","K00059",1
"L001_bin.13","K01811",1
"L001_bin.13","K10117",1
"L001_bin.13","K00702",1
"L001_bin.13","K01192",1
"L001_bin.13","K19955",1
"L001_bin.13","K23675",1
"L001_bin.13","K01869",1
"L001_bin.13","K03698",1
"L001_bin.13","K03547",1
"L001_bin.13","K03546",1
"L001_bin.13","K06973",1
"L001_bin.13","K01975",1
"L001_bin.13","K01740",1
"L001_bin.13","K07138",1
"L001_bin.13","K03282",1
"L001_bin.13","K01653",1
"L001_bin.13","K00053",1
"L001_bin.13","K09748",1
"L001_bin.13","K02600",1
"L001_bin.13","K07742",1
"L001_bin.13","K02519",1
"L001_bin.13","K02834",1
"L001_bin.13","K06881",1
"L001_bin.13","K03177",1
"L001_bin.13","K11753",1
"L001_bin.13","K13292",1
"L001_bin.13","K01684",1
"L001_bin.13","K01625",1
"L001_bin.13","K03930",1
"L001_bin.13","K01182",1
"L001_bin.13","K01187",1
"L001_bin.13","K25087",1
"L001_bin.13","K25086",1
"L001_bin.13","K02529",1
"L001_bin.13","K00620",1
"L001_bin.13","K01126",1
"L001_bin.13","K02483",1
"L001_bin.13","K06911",1
"L001_bin.13","K19265",1
"L001_bin.13","K01889",1
"L001_bin.13","K01890",1
"L001_bin.13","K00432",1
"L001_bin.13","K07574",1
"L001_bin.13","K03979",1
"L001_bin.13","K02899",1
"L001_bin.13","K07584",1
"L001_bin.13","K02888",1
"L001_bin.13","K06336",1
"L001_bin.13","K13280",1
"L001_bin.13","K03748",1
"L001_bin.13","K01091",1
"L001_bin.13","K13292",1
"L001_bin.13","K07137",1
"L001_bin.13","K03545",1
"L001_bin.13","K01358",1
"L001_bin.13","K03544",1
"L001_bin.13","K00919",1
"L001_bin.13","K02914",1
"L001_bin.13","K03536",1
"L001_bin.13","K08998",1
"L001_bin.13","K03217",1
"L001_bin.13","K06346",1
"L001_bin.13","K03650",1
"L001_bin.13","K03495",1
"L001_bin.13","K03501",1
"L001_bin.13","K02469",1
"L001_bin.13","K07079",1
"L001_bin.13","K01092",1
"L001_bin.13","K00759",1
"L001_bin.13","K09157",1
"L001_bin.13","K07166",1
"L001_bin.13","K03524",1
"L001_bin.13","K03593",1
"L001_bin.13","K01476",1
"L001_bin.13","K01803",1
"L001_bin.13","K00927",1
"L001_bin.13","K03737",1
"L001_bin.13","K00997",1
"L001_bin.13","K16710",1
"L001_bin.13","K24258",1
"L001_bin.13","K19068",1
"L001_bin.13","K15894",1
"L001_bin.13","K03208",1
"L001_bin.13","K13012",1
"L001_bin.13","K03741",1
"L001_bin.13","K03088",1
"L001_bin.13","K13049",1
"L001_bin.13","K17318",1
"L001_bin.13","K07720",1
"L001_bin.13","K17320",1
"L001_bin.13","K17319",1
"L001_bin.13","K03930",1
"L001_bin.13","K00880",1
"L001_bin.13","K23271",1
"L001_bin.13","K16044",1
"L001_bin.13","K26172",1
"L001_bin.13","K00656",1
"L001_bin.13","K04069",1
"L001_bin.13","K01054",1
"L001_bin.13","K07149",1
"L001_bin.13","K05337",1
"L001_bin.13","K18581",1
"L001_bin.13","K00864",1
"L001_bin.13","K00111",1
"L001_bin.13","K04069",1
"L001_bin.13","K06990",1
"L001_bin.13","K15633",1
"L001_bin.13","K18887",1
"L001_bin.13","K18888",1
"L001_bin.13","K03327",1
"L001_bin.13","K00567",1
"L001_bin.13","K01689",1
"L001_bin.13","K00651",1
"L001_bin.13","K03671",1
"L001_bin.13","K17320",1
"L001_bin.13","K17319",1
"L001_bin.13","K17318",1
"L001_bin.13","K15531",1
"L001_bin.13","K07005",1
"L001_bin.13","K03442",1
"L001_bin.13","K01937",1
"L001_bin.13","K00831",1
"L001_bin.13","K00058",1
"L001_bin.13","K02025",1
"L001_bin.13","K02026",1
"L001_bin.13","K05970",1
"L001_bin.13","K05349",1
"L001_bin.13","K00854",1
"L001_bin.13","K25031",1
"L001_bin.13","K02503",1
"L001_bin.13","K01872",1
"L001_bin.13","K02027",1
"L001_bin.13","K02025",1
"L001_bin.13","K02026",1
"L001_bin.13","K07407",1
"L001_bin.13","K09764",1
"L001_bin.13","K01447",1
"L001_bin.13","K03427",1
"L001_bin.13","K01154",1
"L001_bin.13","K01153",1
"L001_bin.13","K19147",1
"L001_bin.13","K07452",1
"L001_bin.13","K07251",1
"L001_bin.13","K07481",1
"L001_bin.13","K01629",1
"L001_bin.13","K01813",1
"L001_bin.13","K00848",1
"L001_bin.13","K15532",1
"L001_bin.13","K15534",1
"L001_bin.13","K03534",1
"L001_bin.13","K21449",1
"L001_bin.13","K13292",1
"L001_bin.13","K01255",1
"L001_bin.13","K12308",1
"L001_bin.13","K12308",1
"L001_bin.13","K10242",1
"L001_bin.13","K02026",1
"L001_bin.13","K02025",1
"L001_bin.13","K10240",1
"L001_bin.13","K01912",1
"L001_bin.13","K00179",1
"L001_bin.13","K00180",1
"L001_bin.13","K01912",1
"L001_bin.13","K07406",1
"L001_bin.13","K08591",1
"L001_bin.13","K25232",1
"L001_bin.13","K00615",1
"L001_bin.13","K03077",1
"L001_bin.13","K03476",1
"L001_bin.13","K03079",1
